short_name,long_name,Census Tract,2009-2013,2014-2018
hh_inc_med_adj,Median household income (2022$),36005007500,26231.80410227658,34655.55730683632
hh_inc_med_adj,Median household income (2022$),36005007600,50420.41838081555,40086.74514783968
hh_inc_med_adj,Median household income (2022$),36005007700,32905.982681353256,45260.65426599084
hh_inc_med_adj,Median household income (2022$),36005007800,38714.34145923616,50032.21119642159
hh_inc_med_adj,Median household income (2022$),36005007900,30483.619332406663,29002.225722753534
hh_inc_med_adj,Median household income (2022$),36005008300,22268.595472544417,33932.45675538388
hh_inc_med_adj,Median household income (2022$),36005008400,65472.64128441439,94756.77367426665
hh_inc_med_adj,Median household income (2022$),36005008500,28838.92397783774,34180.66838668182
hh_inc_med_adj,Median household income (2022$),36005008600,24234.501520443246,26701.451240859373
hh_inc_med_adj,Median household income (2022$),36005008700,34687.13220263751,29896.46762729269
hh_inc_med_adj,Median household income (2022$),36005008900,22694.86379865516,28126.1180013229
hh_inc_med_adj,Median household income (2022$),36047004600,104151.9635327236,119550.73552939799
hh_inc_med_adj,Median household income (2022$),36047004700,123020.07286836194,123384.98187040683
hh_inc_med_adj,Median household income (2022$),36047004900,120997.4115475815,176061.38364134028
hh_inc_med_adj,Median household income (2022$),36047005000,99797.50578780765,123052.89964223196
hh_inc_med_adj,Median household income (2022$),36047005100,121534.77530146048,114912.91819939263
hh_inc_med_adj,Median household income (2022$),36047005201,20881.110184438916,29673.190497768974
hh_inc_med_adj,Median household income (2022$),36047005202,87975.50320247009,81784.03243300528
hh_inc_med_adj,Median household income (2022$),36047005300,80971.66101708115,115385.54034665857
hh_inc_med_adj,Median household income (2022$),36047005400,75808.13874385301,85661.34745889687
hh_inc_med_adj,Median household income (2022$),36047005601,61994.871371669535,81816.90063988949
hh_inc_med_adj,Median household income (2022$),36047005602,62779.78472003208,73236.03187022412
hh_inc_med_adj,Median household income (2022$),36047005800,61279.99644516087,55908.8199100281
hh_inc_med_adj,Median household income (2022$),36047005900,73789.10010006503,83351.50588544845
hh_inc_med_adj,Median household income (2022$),36047006000,75566.62694435685,111379.01926611873
hh_inc_med_adj,Median household income (2022$),36047006200,52261.945851973855,79572.79548020946
hh_inc_med_adj,Median household income (2022$),36047006300,111322.44885976492,135461.21443424048
hh_inc_med_adj,Median household income (2022$),36047006400,59401.03464508066,84925.77965655731
hh_inc_med_adj,Median household income (2022$),36047006500,121782.32489594407,187008.7633066682
hh_inc_med_adj,Median household income (2022$),36047006600,70244.91444245873,74249.27935141297
hh_inc_med_adj,Median household income (2022$),36047006700,166725.25566418646,190628.79960970758
hh_inc_med_adj,Median household income (2022$),36047006800,45822.033718408464,55429.39744409646
hh_inc_med_adj,Median household income (2022$),36047006900,133093.53002534722,161764.84703315658
hh_inc_med_adj,Median household income (2022$),36047007000,56741.98973262782,82229.45330560843
hh_inc_med_adj,Median household income (2022$),36047007100,42727.06000786504,41920.56441468932
hh_inc_med_adj,Median household income (2022$),36047007200,41703.04997800127,46001.88900055181
hh_inc_med_adj,Median household income (2022$),36047007400,43429.859344398894,39628.85702434942
hh_inc_med_adj,Median household income (2022$),36047007500,131925.82047478322,162591.08575103874
hh_inc_med_adj,Median household income (2022$),36047007600,43207.668488862415,46823.59417265687
hh_inc_med_adj,Median household income (2022$),36047007700,123925.74211647258,170873.87388585773
hh_inc_med_adj,Median household income (2022$),36047007800,41269.536297905644,58086.05526949543
hh_inc_med_adj,Median household income (2022$),36047008000,57896.416134219515,67583.8336725856
hh_inc_med_adj,Median household income (2022$),36047008200,51824.80949488578,43711.3149966562
hh_inc_med_adj,Median household income (2022$),36047008400,44568.587479023336,61503.215399008186
hh_inc_med_adj,Median household income (2022$),36047008500,22207.009963672892,14158.263461981207
hh_inc_med_adj,Median household income (2022$),36047008800,55075.558316104245,70709.71348591767
hh_inc_med_adj,Median household income (2022$),36047009000,37491.084194788054,47445.82333056815
hh_inc_med_adj,Median household income (2022$),36047009200,50497.702156654326,51379.80767867388
hh_inc_med_adj,Median household income (2022$),36047009400,44779.91030358249,49561.85582204421
hh_inc_med_adj,Median household income (2022$),36047009600,47477.597103954715,49659.32705625253
hh_inc_med_adj,Median household income (2022$),36047009800,36898.172727024954,50478.76545546902
hh_inc_med_adj,Median household income (2022$),36047010000,33174.060778794,60217.95517119145
hh_inc_med_adj,Median household income (2022$),36047010100,52260.73829297637,76632.79104373978
hh_inc_med_adj,Median household income (2022$),36047010200,52892.29164865886,63533.11052071874
hh_inc_med_adj,Median household income (2022$),36047010400,36358.393855151015,50648.77342211145
hh_inc_med_adj,Median household income (2022$),36047010600,42340.64112867116,51205.266166254325
hh_inc_med_adj,Median household income (2022$),36047010800,36805.19068421893,51547.54887242774
hh_inc_med_adj,Median household income (2022$),36047011000,42264.56491182987,57802.70865842472
hh_inc_med_adj,Median household income (2022$),36047011200,32854.05764446158,33167.42090549296
hh_inc_med_adj,Median household income (2022$),36047011400,50432.49397079036,49720.529924243805
hh_inc_med_adj,Median household income (2022$),36047011600,45302.78334949169,38495.47058006658
hh_inc_med_adj,Median household income (2022$),36047011700,81006.68022800809,105807.29150602431
hh_inc_med_adj,Median household income (2022$),36047011800,43648.427522942926,51758.35875106435
hh_inc_med_adj,Median household income (2022$),36047011900,80755.50795653206,106538.32576258674
hh_inc_med_adj,Median household income (2022$),36047012000,63808.62498588577,38251.79249454577
hh_inc_med_adj,Median household income (2022$),36047012100,91252.81832163312,108959.23920757488
hh_inc_med_adj,Median household income (2022$),36047012200,44025.18593015695,55345.526847219524
hh_inc_med_adj,Median household income (2022$),36047012600,38339.9981700171,60181.68680497439
hh_inc_med_adj,Median household income (2022$),36047012700,38490.9430447022,54068.20032451277
hh_inc_med_adj,Median household income (2022$),36047012801,60001.19146682864,45267.45458465654
hh_inc_med_adj,Median household income (2022$),36047012901,96532.26625861942,131756.17414787988
hh_inc_med_adj,Median household income (2022$),36047012902,103020.48075208404,129179.98676002499
hh_inc_med_adj,Median household income (2022$),36047013000,61676.07579633459,81285.34239752083
hh_inc_med_adj,Median household income (2022$),36047013100,123218.1125439488,154828.5219941456
hh_inc_med_adj,Median household income (2022$),36047013200,63491.03696954831,60057.01429610328
hh_inc_med_adj,Median household income (2022$),36047013300,144866.02269178806,188121.74879495395
hh_inc_med_adj,Median household income (2022$),36047013400,78635.03435695569,90080.42120515565
hh_inc_med_adj,Median household income (2022$),36047013500,130924.7540658716,164813.6565682774
hh_inc_med_adj,Median household income (2022$),36047013600,79041.98173910673,94421.29128675892
hh_inc_med_adj,Median household income (2022$),36047013700,112038.53134527105,126879.21227813083
